name,01/01/2000,01/01/2001,01/01/2002,01/01/2003,01/01/2004,01/01/2005,01/01/2006,01/01/2007,01/01/2008,01/01/2009,01/01/2010,01/01/2011,01/01/2012,01/01/2013,01/01/2014,01/01/2015,01/01/2016,01/01/2017,01/01/2018,01/01/2019,01/01/2020
"Inch High, Private Eye",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Amazzoni - Donne d'amore e di guerra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond Atlantis,100,81,48,33,29,20,16,14,11,10,9,8,6,5,5,5,5,4,6,5,7
isPartial.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Blackenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Candy Snatchers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crazies,1,1,1,1,1,6,100,20,11,8,9,6,5,5,4,4,6,4,3,4,5
isPartial.70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Doll Squad,0,9,10,0,3,3,4,3,4,5,5,5,11,6,6,6,8,9,7,7,6
The Gatling Gun,100,76,56,54,44,82,88,73,70,63,57,62,58,62,60,55,57,51,57,59,67
Ghost in the Noonday Sun,17,0,5,0,2,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1
isPartial.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Le grand bazar,27,35,27,25,24,51,33,36,38,39,35,39,29,31,38,100,39,35,34,34,46
"Happy Mother's Day, Love George",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il mio nome è Nessuno,16,23,17,19,15,21,22,18,35,54,46,26,32,19,18,27,28,19,22,24,15
isPartial.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
L'invitation,0,0,0,0,0,0,0,0,0,0,0,0,86,93,72,100,80,62,92,74,61
Lampaansyöjät,0,0,11,3,3,4,4,2,5,2,1,3,1,1,3,3,1,3,2,2,1
The Legend of the 7 Golden Vampires,0,0,0,3,3,4,4,3,2,2,2,2,2,1,1,2,2,1,1,2,2
isPartial.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Anderusen dôwa ningyo-hime,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Oklahoma Crude,84,89,52,80,85,56,51,57,57,48,78,100,76,58,57,61,77,47,53,37,42
Olsen-banden går amok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
isPartial.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Daddy's Deadly Darling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Reflection of Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugar Cookies,51,55,54,55,65,74,76,78,82,89,81,83,88,92,91,86,100,75,71,72,59
isPartial.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Tai quan zhen jiu zhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales That Witness Madness,0,0,0,21,22,10,20,18,36,25,15,17,16,11,12,30,28,22,23,38,21
The Vault of Horror,0,100,71,60,73,74,71,75,81,53,60,75,56,54,60,52,41,49,41,51,72
isPartial.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Werewolf of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhoda,100,88,80,84,75,95,85,78,73,81,71,61,58,63,54,54,47,47,48,47,50
Alice Doesn't Live Here Anymore,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,3,2,2,4,6
isPartial.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alla mia cara mamma nel giorno del suo compleanno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Eye,86,100,89,51,49,78,76,69,61,53,55,59,58,60,57,57,56,62,66,64,66
Fimpen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jin ping shuang yan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Voyage of Sinbad,71,67,41,63,60,65,100,67,66,81,65,57,56,52,60,49,54,62,77,64,94
Hong quan yu yong chun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Jáchyme, hod ho do stroje!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunwara Baap,0,0,5,9,10,16,18,22,26,25,28,27,24,28,45,44,24,15,17,12,10
Mixed Company,85,73,60,53,51,54,54,52,51,48,49,51,54,56,59,54,74,73,100,88,91
isPartial.80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nemuritorii,0,3,2,6,35,78,100,95,75,51,42,28,21,16,13,11,8,6,6,6,4
Nie ma rózy bez ognia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La poliziotta,5,6,4,5,5,8,11,7,8,9,8,9,9,7,7,5,7,6,6,5,6
isPartial.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Porr i skandalskolan,0,0,0,0,0,100,60,36,36,69,75,66,39,0,0,18,0,0,18,0,2
Que la fête commence...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,19,17,0
Romans o vlyublyonnykh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Shriek of the Mutilated,0,0,7,0,5,8,4,2,3,3,2,2,2,2,2,2,3,1,3,2,3
Malibu Hot Summer,0,0,0,0,0,2,2,3,2,3,3,4,7,6,2,3,3,3,2,2,4
Sonar Kella,0,0,13,11,20,21,28,31,35,38,40,47,49,61,100,83,95,70,64,72,61
isPartial.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ein Unbekannter rechnet ab,0,0,0,3,0,3,3,3,1,1,2,1,1,1,1,1,0,1,1,0,1
Tinimbang ka ngunit kulang,0,0,0,3,3,4,5,6,6,5,4,5,4,3,4,5,7,6,9,5,3
Toute une vie,30,42,54,45,45,61,100,84,81,65,60,54,61,48,45,53,55,66,64,55,67
isPartial.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Dick Cavett Show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Some In!,14,14,14,14,18,22,27,33,33,31,32,32,36,38,38,41,60,71,90,98,100
S.W.A.T.,42,22,15,10,10,9,6,8,5,3,3,2,2,4,6,4,9,12,20,15,13
isPartial.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Against a Crooked Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House of the Dead,100,95,72,59,76,92,72,64,60,47,40,33,29,25,23,21,21,22,35,25,28
Boss Nigger,0,0,0,3,4,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0
isPartial.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Confessions of a Pop Performer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deewaar,2,1,0,0,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,0,0
Down Town,77,89,91,92,100,80,80,78,68,59,63,72,66,67,64,63,50,57,56,56,58
isPartial.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Im Lauf der Zeit,31,33,20,17,16,15,16,14,12,12,11,14,10,10,9,8,9,10,25,8,10
O Rei da Noite,0,0,8,8,16,16,19,23,26,21,23,26,23,50,30,100,30,32,49,40,57
The Master Gunfighter,0,0,0,0,3,2,2,3,6,5,5,5,5,5,4,3,1,1,1,1,1
isPartial.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mutter Küsters' Fahrt zum Himmel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der må være en sengekant!,0,0,0,0,33,93,100,100,87,70,72,49,28,15,14,9,9,6,6,5,8
Olsen-banden på sporet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0
isPartial.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pallieter,6,6,5,4,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
The Stepford Wives,100,19,9,8,7,7,6,6,5,5,6,5,4,5,5,5,6,4,6,4,5
Warlock Moon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
isPartial.90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ein Herz und eine Seele,89,100,66,50,54,90,65,55,64,82,53,82,52,66,62,61,62,51,53,63,53
Alex & the Gypsy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'alpagueur,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,9,18,4,6,4
isPartial.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gli amici di Nick Hezard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blizna,11,19,24,34,100,55,49,50,54,65,79,73,65,68,72,68,65,71,71,79,77
Cría cuervos,5,4,4,4,3,4,3,4,3,3,3,3,3,3,3,4,6,7,8,7,5
isPartial.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Devojacki most,0,0,0,0,0,3,3,5,4,4,3,2,3,2,2,2,3,2,2,2,2
Dixie Dynamite,100,74,44,34,31,22,19,16,14,14,14,10,11,8,7,6,7,6,4,4,4
The Great Scout & Cathouse Thursday,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
isPartial.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
J.D.'s Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kabhie Kabhie,30,34,40,28,24,20,21,24,29,47,59,68,58,55,99,100,88,64,88,63,60
Kilenc hónap,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
King Kong,12,100,58,24,21,18,18,17,19,19,20,20,22,35,23,22,18,38,18,18,31
Mikey and Nicky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moi, Pierre Rivière, ayant égorgé ma mère, ma soeur et mon frère...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nashville Girl,4,4,4,4,4,5,6,6,7,11,11,11,9,9,7,6,5,6,6,7,7
Io ho paura,36,28,22,18,19,18,19,19,25,15,14,13,19,12,11,11,9,7,8,7,6
Jabberwocky,100,84,68,65,56,61,91,66,58,61,78,50,41,39,35,33,30,24,24,24,26
isPartial.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Julio comienza en julio,0,100,71,87,66,69,73,61,59,62,62,59,53,44,57,70,89,75,89,73,98
Mr. Billion,0,40,49,40,37,34,40,36,31,26,26,24,34,29,42,35,41,36,66,57,59
Pai yu lao hu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Poliziotto sprint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raid on Entebbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruby,84,78,90,91,81,75,76,71,72,75,80,100,83,80,73,69,68,60,60,67,70
isPartial.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
San shi liu mi xing quan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxi Girl,29,26,21,25,33,35,42,51,45,59,96,100,93,78,59,66,51,48,42,38,42
The White Buffalo,18,18,17,15,13,17,20,24,38,40,48,54,48,45,42,42,37,37,37,29,34
isPartial.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ying zhao tie bu shan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Insel der tausend Freuden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khatta Meetha,0,0,0,1,1,2,100,20,27,16,18,19,20,31,54,33,21,17,24,19,23
isPartial.100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Killer Fish,52,43,43,35,41,42,36,35,35,41,38,35,35,33,36,36,36,36,43,36,37
Legacy of Blood,100,63,45,35,34,33,28,22,20,17,16,16,13,12,11,10,11,10,11,11,13
Little Girls Blue,26,20,21,19,17,26,29,20,19,19,16,18,16,17,15,12,11,11,12,11,12
isPartial.101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Lo chiamavano Bulldozer,0,1,1,1,1,1,2,2,2,2,2,2,2,1,3,2,1,1,1,1,1
Mai sun kai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malibu Beach,93,100,78,88,82,81,81,77,78,82,81,83,81,88,88,74,66,69,62,58,61
isPartial.102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Olly, Olly, Oxen Free",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Papaya dei Caraibi,0,0,0,2,3,4,5,4,2,2,2,2,2,1,2,1,1,1,3,2,1
Revansa,0,0,11,8,13,19,18,22,62,65,90,93,100,54,36,25,19,11,12,10,9
isPartial.103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Seniors,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Superman,39,44,78,41,34,33,34,39,42,53,51,63,100,40,34,27,28,31,27,26,26
They Went That-A-Way & That-A-Way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Tian can bian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zan xian sheng yu zhao qian Hua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Turpin,58,49,41,39,36,32,27,30,28,24,22,23,20,22,24,26,24,21,18,18,100
isPartial.105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Misadventures of Sheriff Lobo,0,0,29,17,16,25,19,16,11,11,12,15,8,7,9,9,10,8,12,12,8
Uchu kara no messeji: Ginga taisen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The American Success Company,65,0,0,0,12,10,13,13,17,18,18,14,24,41,30,33,45,51,75,90,100
isPartial.106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
La batalla de Chile: La lucha de un pueblo sin armas - Tercera parte: El poder popular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great American Girl Robbery,0,0,0,0,0,12,15,14,13,10,11,9,0,9,5,10,6,4,6,11,12
Chiedo asilo,0,100,62,74,80,75,66,84,78,52,43,46,14,15,22,16,10,9,13,8,17
isPartial.107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Driller Killer,100,96,99,83,89,81,63,61,71,66,50,38,39,38,29,30,42,33,33,28,37
I mavri Emmanouella,0,0,0,0,0,0,9,19,14,14,10,7,4,6,3,2,4,3,2,4,4
Le gendarme et les extra-terrestres,62,34,26,17,18,30,32,26,21,17,13,10,11,8,22,16,23,15,17,12,28
isPartial.108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jaani Dushman,0,0,0,0,0,0,0,1,1,1,2,2,2,3,11,7,2,1,2,1,1
The Rose,82,100,81,69,68,73,72,74,74,71,70,78,75,76,70,76,72,76,77,78,84
Szpital Przemienienia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Tess,72,78,66,59,64,64,100,74,74,74,64,82,74,70,72,64,65,54,57,59,51
Tom Horn,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1
Van Nuys Blvd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Rush: Snakes & Arrows - Live in Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mein Sohn,12,10,12,14,15,18,20,22,24,24,25,30,25,23,23,22,20,20,19,17,17
"Batman: The Long Halloween, Part Two",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meru the Succubus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,26,23,17
Game of Love,98,83,82,76,78,94,84,81,78,83,81,75,71,100,76,69,60,52,60,61,61
isPartial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dus Ka Dum,0,0,0,0,40,64,19,15,11,6,5,3,19,13,67,9,4,4,4,5,3
Los misterios de Laura,0,0,0,0,0,9,3,58,27,20,100,31,21,11,8,15,9,15,18,20,13
Tum Milo Toh Sahi,0,0,0,0,0,0,6,2,1,1,1,1,1,2,4,5,5,3,2,1,1
This Is Jessica,8,8,6,6,6,8,7,7,9,9,8,8,7,8,8,7,9,9,13,12,14
Naai Sekar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,51,18,5
isPartial.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Desert Son,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
The Fresh Beat Band,0,0,0,0,0,6,7,16,19,16,9,5,3,3,3,3,5,4,3,3,3
Bir Bulut Olsam,0,0,0,0,0,100,15,9,8,9,8,3,5,3,5,5,2,2,1,1,1
Piosenki o milosci,1,1,2,3,5,5,5,3,3,2,2,2,2,2,1,1,1,1,1,1,1
A Choice of Weapons: Inspired by Gordon Parks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dorosute no hate de bokura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kickoff,4,5,6,6,8,7,9,11,14,12,16,16,17,15,15,14,11,11,10,9,12
Sulis 1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sketch Artist (Portrait - Robot),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sensation,29,34,38,39,44,47,40,100,97,60,44,39,35,36,36,38,38,38,37,37,39
isPartial.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Restitution,5,5,4,4,5,4,4,5,5,5,5,5,5,6,5,6,5,5,6,6,6
Idiot,96,100,63,51,44,42,54,61,53,40,39,39,35,32,58,31,34,24,27,21,23
Followed Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vanvittig forelsket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soft & Quiet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"BAM, Bâtisseurs de l'Ancien Monde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soshite, baton wa watasareta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Gates of Sleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punk in Love,6,6,7,6,6,14,28,23,17,21,19,17,18,14,11,7,4,3,4,4,4
Vanitas no Carte,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,2,69,100,35,28
isPartial.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mute,72,66,53,49,45,52,49,50,49,46,52,55,53,59,72,64,100,81,78,79,85
Shatagni - The Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next Level Chef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8
Deadloch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
